time,connect,request 
0,93.94832356770833, 
10,71.1124267578125,6989.825032552083 
20,0,7174.986572265625 
30,73.682861328125,0 
40,70.861083984375,6981.095947265625 
50,82.518310546875,6979.864908854167 
60,70.35270182291667,7173.3359375 
70,11434.682535807291,7364.098083496094 
80,71.10432942708333,21252.04599609375 
90,70.84552001953125,7875.181457519531 
100,75.14761352539063,7456.422802734375 
110,13551.882250976563,13978.400708007812 
120,70.94441731770833,7717.108642578125 
130,75.14254324776786,7371.4912109375 
140,16942.539489746094,7320.737711588542 
150,51306.1728737571,38972.6533203125 
160,56088.790418836805,66916.11303710938 
170,72296.93759765624,69485.26077270508 
180,12820.050085819128,79886.41259765625 
190,8027.52676930147,13599.184841579861 
200,70410.30436197917,20651.453879616478 
210,109580.32397460938,82636.580078125 
220,70091.32299804688,110511.28037109374 
230,71821.9990234375,87301.857421875 
240,70.02197265625,115813.05541992188 
250,68442.5231402853,6937.85791015625 
260,73787.69885253906,80293.40897863051 
270,143331.85205078125,109498.80959743923 
280,69.468017578125,96474.04693603516 
290,143373.27001953125,0 
300,118100.74536132813,150481.52001953125 
310,0,128452.8103515625 
320,143267.69303385416,132251.4599609375 
330,104143.67942116478,150355.00451660156 
340,71.40179443359375,55153.87072753906 
350,0,7015.644287109375 
360,0,207667.208984375 
370,75308.5,0 
380,0,82611.3779296875 
390,0,204843.54705810547 
400,71329.26098632813,207428.828125 
410,71323.31860351563,77542.7412923177 
420,72.305908203125,44656.509521484375 
430,0,0 
440,0,0 
450,0,0 
460,0,0 
470,0,0 
480,0,0 
490,0,0 
500,0,0 
510,0,0 
520,67323.9990234375,0 
524,0,74426.13598632813 
